card_id,opponent,sa-pow,bcd-pt,sa-tec
255,Mage Soldier,22,24,58
255,High Mage Anubisius,22,22,1
255,Guardian Neku,20,21,1
255,Darknite,22,22,1
256,Villager2,15,0,0
256,Villager3,13,0,0
256,Weevil Underwood,22,26,0
256,High Mage Anubisius,22,22,1
256,Labyrinth Mage,14,14,13
256,Seto 2nd,16,18,2
256,Duel Master K,13,0,0
257,Villager2,30,26,0
257,Villager3,28,36,0
257,Heishin,22,28,1
257,High Mage Atenza,0,0,56
257,High Mage Martis,12,12,10
257,Labyrinth Mage,18,30,28
257,Heishin 2nd,22,28,0
257,Duel Master K,28,36,0
258,Villager2,30,0,0
258,Villager3,28,0,0
258,Shadi,24,0,0
258,Isis,50,58,0
258,Ocean Mage,22,24,1
258,High Mage Atenza,0,0,56
258,Labyrinth Mage,18,30,28
258,Nitemare,0,38,0
258,Duel Master K,28,0,0
259,Villager2,15,26,23
259,Heishin,22,28,1
259,Weevil Underwood,22,26,0
259,Yami Bakura,46,44,0
259,High Mage Secmeton,25,33,0
259,High Mage Anubisius,22,22,1
259,High Mage Martis,12,12,10
259,Labyrinth Mage,14,14,13
259,Heishin 2nd,22,28,0
260,Villager3,13,18,16
260,Yami Bakura,46,48,40
260,High Mage Secmeton,25,33,0
260,High Mage Martis,12,12,10
260,Duel Master K,13,18,16
261,Seto,0,22,0
261,Shadi,12,12,0
261,Mage Soldier,22,24,1
261,Ocean Mage,10,12,0
261,Forest Mage,20,22,0
261,High Mage Martis,12,12,10
261,Seto 3rd,22,28,0
262,Villager2,15,26,23
262,Villager3,13,18,0
262,Labyrinth Mage,14,14,13
262,Seto 2nd,16,18,12
262,Duel Master K,13,18,0
263,Villager2,30,0,0
263,Villager3,28,36,0
263,Heishin,22,28,1
263,High Mage Kepura,0,0,34
263,Labyrinth Mage,28,30,28
263,Heishin 2nd,22,28,0
263,Duel Master K,28,36,0
264,Villager3,13,18,16
264,Rex Raptor,18,19,16
264,Yami Bakura,46,48,40
264,Isis,0,0,36
264,High Mage Secmeton,25,33,0
264,Desert Mage,16,18,16
264,High Mage Martis,12,12,10
264,Duel Master K,13,18,16
265,Villager2,15,26,23
265,Villager3,13,18,16
265,Rex Raptor,18,19,16
265,Shadi,32,44,1
265,Isis,50,58,54
265,Ocean Mage,34,40,1
265,Desert Mage,16,18,16
265,Labyrinth Mage,14,14,13
265,Duel Master K,13,18,16
266,Rex Raptor,18,19,16
266,Shadi,12,12,1
266,Ocean Mage,10,12,0
266,Desert Mage,16,18,16
266,High Mage Martis,12,12,10
266,Seto 2nd,16,18,12
266,Darknite,0,0,30
267,Heishin,0,0,44
267,Rex Raptor,18,19,16
267,Shadi,12,12,1
267,Ocean Mage,10,12,0
267,Desert Mage,16,18,16
267,Seto 2nd,16,18,12
268,Jono,44,44,42
268,Seto,0,22,0
268,Heishin,22,28,1
268,Shadi,12,12,1
268,Yami Bakura,46,48,40
268,Jono 2nd,42,44,1
268,Ocean Mage,10,12,0
268,High Mage Secmeton,25,33,0
268,Forest Mage,0,22,0
268,High Mage Martis,12,12,10
268,Heishin 2nd,22,28,1
269,Villager2,15,26,0
269,Villager3,13,18,0
269,Mage Soldier,22,24,1
269,High Mage Martis,24,24,20
269,Labyrinth Mage,14,14,13
269,Guardian Neku,20,21,1
269,Seto 3rd,22,28,20
269,Duel Master K,13,18,0
270,Villager2,15,26,23
270,Villager3,28,36,26
270,Shadi,20,28,1
270,Isis,50,58,54
270,Ocean Mage,22,24,0
270,High Mage Martis,12,12,10
270,Labyrinth Mage,13,14,13
270,Nitemare,1,38,0
270,Duel Master K,28,36,26
271,Rex Raptor,16,19,16
271,Shadi,12,12,1
271,Mage Soldier,22,24,1
271,Ocean Mage,10,12,0
271,Desert Mage,16,18,16
271,High Mage Martis,12,12,10
271,Seto 3rd,22,28,72
272,Villager2,15,0,0
272,Villager3,13,0,0
272,Weevil Underwood,22,26,0
272,Mai Valentine,62,80,88
272,Pegasus,36,38,0
272,High Mage Anubisius,22,22,1
272,High Mage Atenza,55,56,1
272,Labyrinth Mage,13,14,13
272,Darknite,22,22,1
272,Duel Master K,13,0,0
273,Villager2,15,0,0
273,Villager3,13,0,0
273,Weevil Underwood,22,26,0
273,Forest Mage,20,22,64
273,High Mage Anubisius,22,22,1
273,Labyrinth Mage,13,14,13
273,Duel Master K,13,0,0
274,Villager2,15,0,0
274,Villager3,13,0,0
274,Weevil Underwood,22,26,0
274,Kaiba,0,0,84
274,Forest Mage,20,22,64
274,High Mage Anubisius,22,22,1
274,Labyrinth Mage,0,14,13
274,Duel Master K,13,0,0
275,Bandit Keith,8,8,8
275,Kaiba,12,13,1
275,Labyrinth Mage,7,0,0
276,Villager2,15,26,0
276,Villager3,13,18,0
276,Yami Bakura,18,48,40
276,High Mage Secmeton,25,33,0
276,High Mage Martis,12,12,10
276,Labyrinth Mage,13,14,13
276,Duel Master K,13,18,0
277,Villager1,64,0,0
277,Rex Raptor,16,19,16
277,Shadi,12,12,12
277,Mage Soldier,22,24,1
277,Ocean Mage,10,12,0
277,Desert Mage,16,18,0
277,High Mage Martis,24,24,20
277,Guardian Neku,10,21,1
277,Seto 3rd,0,28,20
278,Weevil Underwood,15,0,52
278,Forest Mage,20,0,64
279,Simon Muran,0,0,115
279,Villager3,13,18,16
279,Mage Soldier,22,24,0
279,High Mage Martis,24,24,20
279,Guardian Neku,10,21,1
279,Seto 3rd,0,28,20
279,Duel Master K,13,18,16
280,Simon Muran,0,0,115
280,Villager2,15,0,0
280,Weevil Underwood,22,26,0
280,High Mage Anubisius,22,22,1
280,Labyrinth Mage,13,14,13
280,Seto 2nd,16,18,12
280,Nitemare,20,0,0
281,Kaiba,12,13,1
281,Mage Soldier,6,8,0
282,Villager3,13,18,16
282,Rex Raptor,16,19,16
282,Pegasus,36,38,0
282,Desert Mage,16,18,0
282,High Mage Martis,12,12,10
282,Darknite,22,22,1
282,Duel Master K,13,18,16
283,Villager3,13,18,16
283,Rex Raptor,16,19,16
283,Bandit Keith,28,40,36
283,Teana 2nd,0,0,14
283,Desert Mage,16,18,0
283,High Mage Martis,12,12,10
283,Guardian Sebek,24,26,24
283,Duel Master K,13,18,16
284,Yami Bakura,10,0,0
284,Pegasus,4,0,0
284,Guardian Neku,20,0,0
284,Heishin 2nd,0,3,0
285,Seto,0,22,32
285,Shadi,32,44,0
285,Ocean Mage,34,40,1
285,Forest Mage,20,22,0
286,High Mage Secmeton,25,0,0
286,High Mage Kepura,32,39,0
286,Guardian Sebek,24,26,24
287,Yami Bakura,4,10,6
287,Kaiba,12,13,1
288,Villager2,10,0,0
288,Yami Bakura,10,0,0
288,Pegasus,4,0,0
288,Mage Soldier,0,0,20
288,Guardian Neku,20,0,0
288,Heishin 2nd,0,3,0
289,Simon Muran,52,56,0
289,Villager1,74,76,60
289,Villager2,5,26,23
289,Villager3,13,18,16
289,Shadi,20,20,0
289,Isis,20,58,54
289,Montain Mage,72,74,56
289,Duel Master K,13,18,16
290,Villager2,15,0,0
290,Villager3,13,0,16
290,Bandit Keith,0,0,18
290,Labyrinth Mage,13,14,13
290,Seto 2nd,16,18,12
290,Duel Master K,13,0,16
291,Villager2,15,0,0
291,Seto,98,0,0
291,Weevil Underwood,22,26,0
291,Forest Mage,20,22,64
291,High Mage Anubisius,22,22,1
291,Labyrinth Mage,13,14,13
291,Darknite,0,0,48
292,Villager2,15,26,23
292,Villager3,13,18,16
292,Seto,0,22,0
292,Rex Raptor,16,19,16
292,Shadi,32,44,0
292,Isis,50,58,54
292,Ocean Mage,15,40,1
292,Forest Mage,20,22,0
292,Desert Mage,16,18,16
292,Labyrinth Mage,0,14,13
292,Duel Master K,13,18,16
293,Villager2,15,0,0
293,Villager3,13,0,0
293,Weevil Underwood,22,26,0
293,High Mage Anubisius,22,22,1
293,Labyrinth Mage,13,14,13
293,Seto 2nd,16,18,12
293,Duel Master K,13,0,0
294,Villager2,15,0,0
294,Villager3,13,0,0
294,Seto,20,0,0
294,Labyrinth Mage,13,14,13
294,Seto 2nd,16,18,12
294,Seto 3rd,0,0,48
294,Duel Master K,13,0,0
295,Villager3,13,18,16
295,Mage Soldier,22,24,0
295,High Mage Martis,24,24,20
295,Guardian Neku,20,21,1
295,Seto 3rd,22,28,0
295,Duel Master K,13,18,16
296,Villager2,15,26,0
296,Villager3,13,18,0
296,Pegasus,28,38,0
296,Isis,50,58,54
296,Kaiba,64,84,0
296,High Mage Atenza,0,0,70
296,High Mage Martis,12,12,10
296,High Mage Kepura,30,40,46
296,Labyrinth Mage,13,14,13
296,Darknite,22,22,0
296,Nitemare,1,38,0
296,Duel Master K,13,18,0
297,Bandit Keith,8,8,8
297,Kaiba,12,13,0
297,Seto 3rd,0,0,48
298,Villager3,13,18,16
298,Rex Raptor,12,19,16
298,Pegasus,36,38,0
298,Isis,50,58,54
298,Kaiba,64,84,0
298,Desert Mage,16,18,16
298,High Mage Martis,12,12,10
298,High Mage Kepura,30,40,46
298,Darknite,22,22,1
298,Nitemare,1,38,0
298,Duel Master K,13,18,16
299,Kaiba,5,0,0
300,Rex Raptor,12,19,16
300,Mai Valentine,32,80,48
300,Shadi,12,12,12
300,Pegasus,36,38,0
301,Simon Muran,0,20,0
301,Jono,0,16,16
301,Mage Soldier,0,0,72
301,Jono 2nd,0,0,100
301,Meadow Mage,0,0,64
301,High Mage Kepura,0,0,100
302,Teana,16,16,160
302,Jono,0,16,16
302,Seto,0,18,80
302,Kaiba,0,48,56
302,Jono 2nd,0,0,100
302,Teana 2nd,0,0,150
302,Forest Mage,0,0,52
302,High Mage Kepura,0,0,100
302,Seto 2nd,0,0,24
302,Guardian Neku,0,0,48
302,Heishin 2nd,0,0,48
303,Heishin,0,0,30
303,Mage Soldier,0,50,0
303,High Mage Martis,0,0,24
303,High Mage Kepura,0,0,100
303,Guardian Neku,0,0,30
303,Heishin 2nd,0,0,40
303,Seto 3rd,0,0,40
303,Nitemare,20,35,0
304,Villager2,0,30,32
304,Villager3,0,24,32
304,Heishin,0,0,52
304,Kaiba,0,0,56
304,Mage Soldier,0,0,76
304,Jono 2nd,0,0,100
304,Labyrinth Mage,0,0,24
304,Guardian Neku,0,0,48
304,Heishin 2nd,0,0,48
304,Duel Master K,0,24,32
305,Villager2,0,0,32
305,Weevil Underwood,0,0,60
305,High Mage Anubisius,0,0,120
305,Labyrinth Mage,0,0,24
306,Villager3,0,0,32
306,Weevil Underwood,0,0,60
306,High Mage Anubisius,0,0,120
306,Duel Master K,0,0,32
307,Teana,0,0,160
307,Villager1,16,18,16
307,Mai Valentine,18,26,34
307,Isis,0,32,36
307,Teana 2nd,0,0,230
307,Montain Mage,0,0,32
307,High Mage Atenza,0,0,48
308,Villager1,0,0,16
308,Seto,0,18,80
308,Heishin,0,0,52
308,Rex Raptor,0,19,36
308,Shadi,0,20,24
308,Ocean Mage,0,0,42
308,Forest Mage,0,0,90
308,High Mage Anubisius,0,0,120
308,Montain Mage,0,0,32
308,Desert Mage,0,0,26
308,Seto 2nd,0,0,24
308,Seto 3rd,0,0,26
309,Simon Muran,0,0,230
309,Villager1,0,0,16
309,Shadi,0,0,24
309,Mage Soldier,0,0,52
309,Ocean Mage,0,0,172
309,High Mage Secmeton,0,0,260
309,Montain Mage,0,0,32
310,Jono,0,0,16
310,Seto,0,0,32
310,Weevil Underwood,0,0,32
310,Mage Soldier,0,0,52
310,Jono 2nd,0,0,100
310,High Mage Secmeton,0,0,22
310,Forest Mage,0,0,90
310,Seto 2nd,0,0,24
311,Jono,0,0,16
311,Villager1,0,0,16
311,Heishin,0,0,52
311,Yami Bakura,0,32,36
311,Isis,0,0,32
311,Jono 2nd,0,0,100
311,High Mage Secmeton,0,0,260
311,Montain Mage,0,0,32
311,Seto 3rd,0,0,25
311,Nitemare,0,0,52
311,Duel Master K,0,0,32
312,Teana,0,0,160
312,Villager1,0,0,16
312,Mai Valentine,0,26,34
312,Yami Bakura,0,0,36
312,Teana 2nd,0,0,230
312,High Mage Secmeton,0,0,180
312,Montain Mage,0,0,32
312,High Mage Atenza,0,0,48
313,Teana,0,0,160
313,Heishin,0,0,52
313,Mai Valentine,0,0,34
313,Kaiba,0,0,56
313,High Mage Secmeton,0,0,260
313,High Mage Atenza,0,0,80
313,Meadow Mage,0,0,64
314,Simon Muran,0,0,230
314,Heishin,0,0,52
314,Pegasus,0,0,36
314,Mage Soldier,0,0,52
314,High Mage Atenza,0,0,80
314,Meadow Mage,0,0,64
314,Seto 2nd,0,0,24
314,Heishin 2nd,0,0,40
315,Heishin,0,0,30
315,Pegasus,0,32,0
315,Isis,0,32,0
315,Montain Mage,0,0,32
315,High Mage Atenza,0,0,30
315,Seto 2nd,0,0,24
315,Darknite,0,0,30
315,Nitemare,0,35,20
316,Simon Muran,0,0,36
316,Villager2,0,0,32
316,Heishin,0,0,52
316,Mai Valentine,0,60,64
316,Pegasus,0,0,36
316,Isis,0,0,64
316,Teana 2nd,0,0,230
316,High Mage Atenza,0,0,88
316,Labyrinth Mage,0,0,12
316,Darknite,0,0,90
317,Villager3,0,0,32
317,Mai Valentine,0,0,72
317,Isis,0,0,64
317,High Mage Atenza,0,0,88
317,Duel Master K,0,0,32
318,High Mage Secmeton,0,0,42
318,High Mage Atenza,0,0,52
318,Darknite,0,0,52
319,Villager2,0,0,32
319,Villager3,0,0,32
319,Seto,0,0,52
319,Bandit Keith,0,64,64
319,Isis,0,0,36
319,Forest Mage,0,0,90
319,High Mage Anubisius,0,0,120
319,Labyrinth Mage,0,0,12
319,Guardian Sebek,0,0,40
319,Nitemare,0,0,52
319,Duel Master K,0,0,32
320,Seto,0,0,52
320,Heishin,0,0,52
320,Bandit Keith,0,0,64
320,Forest Mage,0,0,52
320,High Mage Kepura,0,0,40
320,Guardian Sebek,0,0,40
320,Guardian Neku,0,0,180
320,Heishin 2nd,0,0,1
320,Nitemare,20,0,0
321,Villager2,0,0,32
321,Villager3,0,0,32
321,Heishin,0,0,52
321,Mai Valentine,0,0,64
321,Isis,0,0,36
321,Mage Soldier,0,0,52
321,High Mage Atenza,0,0,32
321,High Mage Martis,0,0,25
321,Labyrinth Mage,0,0,24
321,Guardian Neku,0,0,180
321,Heishin 2nd,0,0,90
321,Nitemare,0,0,52
321,Duel Master K,0,0,32
322,Simon Muran,0,0,20
322,Heishin,0,0,52
322,Bandit Keith,0,0,36
322,Isis,0,0,36
322,Guardian Sebek,0,0,20
322,Heishin 2nd,0,0,90
323,Simon Muran,0,0,230
323,Villager1,0,18,16
323,Heishin,0,0,52
323,Mai Valentine,0,0,64
323,Yami Bakura,0,32,40
323,High Mage Secmeton,0,0,260
323,Montain Mage,0,0,20
323,High Mage Martis,0,0,25
323,Heishin 2nd,0,0,90
324,Seto,0,0,52
324,Rex Raptor,0,0,36
324,Shadi,0,0,24
324,Ocean Mage,0,0,172
324,Forest Mage,0,0,20
324,Desert Mage,0,0,26
324,Seto 2nd,0,0,24
324,Seto 3rd,0,0,72
325,Weevil Underwood,0,0,32
325,Mai Valentine,0,0,32
325,Bandit Keith,0,30,36
325,Pegasus,0,32,0
325,High Mage Anubisius,0,0,1
325,High Mage Atenza,0,0,28
325,Guardian Sebek,0,0,20
325,Guardian Neku,0,0,20
325,Darknite,0,0,90
326,Villager2,0,0,32
326,Villager3,0,0,32
326,Rex Raptor,0,0,36
326,Desert Mage,0,0,26
326,Labyrinth Mage,0,0,24
326,Duel Master K,0,0,32
327,Villager1,0,0,16
327,Seto,0,0,52
327,Mai Valentine,0,0,32
327,Montain Mage,0,0,20
327,High Mage Atenza,0,0,88
327,Seto 3rd,0,0,34
328,Seto,0,0,52
328,Shadi,0,20,210
328,Isis,0,0,36
328,Ocean Mage,0,0,24
328,Forest Mage,0,0,20
328,Seto 2nd,0,0,24
328,Seto 3rd,0,0,50
329,Pegasus,10,0,40
329,Kaiba,0,48,56
329,High Mage Atenza,0,0,100
329,High Mage Kepura,0,0,40
329,Seto 3rd,0,0,50
329,Darknite,0,0,90
329,Nitemare,0,0,52
330,Simon Muran,0,0,36
330,Teana,30,30,160
330,Villager2,0,0,33
330,Seto,0,35,42
330,Weevil Underwood,24,30,60
330,Pegasus,30,64,120
330,Mage Soldier,0,0,30
330,Teana 2nd,38,38,0
330,Forest Mage,30,30,120
330,High Mage Anubisius,10,36,120
330,Darknite,0,0,20
331,Simon Muran,0,0,36
331,Villager3,0,0,32
331,Seto,0,0,42
331,Heishin,0,0,52
331,Rex Raptor,34,48,64
331,Bandit Keith,48,64,32
331,Isis,30,32,32
331,Mage Soldier,0,0,30
331,Desert Mage,32,30,50
331,High Mage Martis,30,34,32
331,Guardian Sebek,0,0,40
331,Heishin 2nd,0,0,48
331,Darknite,0,0,20
331,Duel Master K,0,0,32
332,Simon Muran,0,0,36
332,Villager1,32,35,32
332,Seto,0,0,42
332,Heishin,0,0,52
332,Rex Raptor,34,48,64
332,Mai Valentine,40,60,64
332,Pegasus,0,0,60
332,Kaiba,0,0,80
332,Mage Soldier,0,0,30
332,Jono 2nd,0,0,260
332,Montain Mage,20,32,36
332,High Mage Atenza,30,40,90
332,Desert Mage,32,30,50
332,Seto 3rd,0,0,48
332,Darknite,0,0,20
332,Nitemare,0,0,120
333,Simon Muran,40,40,36
333,Jono,25,36,36
333,Villager2,0,0,33
333,Seto,0,0,42
333,Heishin,0,0,52
333,Kaiba,60,84,80
333,Mage Soldier,0,0,30
333,Jono 2nd,16,22,260
333,Meadow Mage,60,66,64
333,High Mage Kepura,30,30,80
333,Darknite,0,0,20
334,Simon Muran,0,0,36
334,Villager3,0,0,32
334,Seto,0,0,42
334,Heishin,0,0,52
334,Shadi,28,44,30
334,Yami Bakura,58,64,64
334,Pegasus,30,64,60
334,Isis,30,32,32
334,Mage Soldier,0,0,30
334,Ocean Mage,30,30,230
334,High Mage Secmeton,38,48,106
334,Darknite,0,0,20
334,Duel Master K,0,0,32
335,Simon Muran,0,0,36
335,Villager2,24,60,33
335,Villager3,12,48,48
335,Seto,0,0,42
335,Heishin,0,0,52
335,Bandit Keith,48,64,32
335,Shadi,0,0,30
335,Pegasus,0,0,60
335,Mage Soldier,32,50,72
335,Labyrinth Mage,20,36,36
335,Guardian Sebek,0,0,40
335,Guardian Neku,0,0,52
335,Darknite,0,0,20
335,Duel Master K,36,48,32
336,Simon Muran,0,0,20
336,Teana,0,0,19
336,Jono,0,0,16
336,Villager1,0,0,18
336,Villager2,0,0,32
336,Villager3,0,0,32
336,Seto,0,0,52
336,Heishin,0,0,52
336,Weevil Underwood,0,0,32
336,Mage Soldier,0,0,30
336,Teana 2nd,0,0,18
336,Ocean Mage,0,0,36
336,Montain Mage,0,0,20
336,Meadow Mage,0,0,64
336,Seto 2nd,0,0,24
336,Heishin 2nd,0,0,48
336,Duel Master K,0,0,32
337,Simon Muran,0,0,5
337,Seto,0,0,32
337,Heishin,0,0,20
337,Ocean Mage,0,0,36
337,High Mage Secmeton,0,0,40
337,Heishin 2nd,0,0,52
337,Darknite,0,0,52
338,Simon Muran,0,0,36
338,Villager1,32,35,32
338,Villager2,0,0,34
338,Villager3,0,0,32
338,Weevil Underwood,0,0,32
338,Montain Mage,0,0,36
338,Labyrinth Mage,0,0,12
338,Duel Master K,0,0,32
339,Simon Muran,0,0,36
339,Villager1,0,35,32
339,Villager2,0,0,32
339,Villager3,0,0,32
339,Weevil Underwood,0,0,32
339,Mai Valentine,0,0,32
339,Montain Mage,0,0,36
339,Labyrinth Mage,0,0,12
339,Duel Master K,0,0,32
340,Villager1,0,0,32
340,Villager2,0,0,32
340,Villager3,0,0,32
340,Weevil Underwood,0,0,32
340,Mai Valentine,0,0,52
340,Isis,0,0,36
340,Montain Mage,0,0,36
340,Labyrinth Mage,0,0,12
340,Nitemare,0,0,52
340,Duel Master K,0,0,32
341,Mai Valentine,0,0,52
341,Mage Soldier,0,0,30
341,Montain Mage,0,0,24
341,Nitemare,0,0,52
342,Heishin,0,0,20
342,Teana 2nd,0,0,52
342,Montain Mage,0,0,10
342,Heishin 2nd,5,0,44
342,Darknite,0,0,52
343,Simon Muran,0,0,36
343,Jono,0,16,16
343,Seto,0,18,100
343,Heishin,0,0,52
343,Weevil Underwood,0,0,32
343,Forest Mage,0,0,18
343,Seto 2nd,0,0,24
343,Heishin 2nd,0,0,1
343,Nitemare,0,0,52
344,Simon Muran,0,0,36
344,Jono,0,0,18
344,Seto,0,18,100
344,Heishin,0,0,52
344,Weevil Underwood,0,0,32
344,Mai Valentine,0,0,32
344,Jono 2nd,0,20,100
344,Forest Mage,0,0,18
344,Seto 2nd,0,0,24
344,Heishin 2nd,0,0,2
344,Nitemare,0,0,52
345,Teana,0,0,52
345,Villager1,0,18,18
345,Villager2,0,0,32
345,Villager3,0,0,32
345,Seto,0,0,100
345,Heishin,0,0,52
345,Weevil Underwood,0,0,32
345,Mai Valentine,0,0,32
345,Jono 2nd,0,0,100
345,Teana 2nd,0,0,18
345,Montain Mage,0,0,18
345,Meadow Mage,0,0,64
345,Labyrinth Mage,0,0,12
345,Seto 2nd,0,0,24
345,Heishin 2nd,0,0,3
345,Nitemare,0,0,52
345,Duel Master K,0,0,32
346,Seto,0,0,52
346,Heishin,0,0,52
346,Mage Soldier,0,0,30
346,Ocean Mage,0,0,24
346,Forest Mage,0,0,20
346,Desert Mage,0,0,24
346,High Mage Martis,0,0,25
346,Heishin 2nd,0,0,72
346,Nitemare,0,0,52
347,Seto,0,0,18
347,Heishin,0,0,20
347,High Mage Secmeton,0,0,52
347,Guardian Sebek,0,0,40
347,Guardian Neku,0,0,20
347,Heishin 2nd,5,0,52
347,Darknite,0,0,40
347,Nitemare,0,0,40
348,Guardian Neku,0,0,20
348,Heishin 2nd,0,0,52
348,Seto 3rd,0,0,48
349,Simon Muran,0,0,36
349,Mai Valentine,0,0,32
349,Mage Soldier,0,0,46
349,Meadow Mage,0,0,64
349,Seto 2nd,0,0,48
349,Seto 3rd,0,0,48
349,Nitemare,0,0,52
350,Teana,0,0,30
350,Villager1,0,35,32
350,Villager2,0,0,32
350,Villager3,0,0,32
350,Weevil Underwood,0,0,32
350,Yami Bakura,0,32,40
350,Teana 2nd,0,0,32
350,Montain Mage,0,0,36
350,Nitemare,0,0,52
350,Duel Master K,0,0,32
351,High Mage Martis,24,0,0
352,Pegasus,10,0,0
352,Kaiba,3,0,0
352,Teana 2nd,0,0,52
352,Meadow Mage,20,0,0
353,Isis,30,0,0
353,Ocean Mage,30,0,52
353,High Mage Secmeton,0,0,60
354,Simon Muran,0,0,32
354,Pegasus,20,0,0
354,Forest Mage,0,0,64
355,Villager3,12,0,0
355,Kaiba,15,0,0
355,Mage Soldier,0,0,52
355,Seto 2nd,0,0,52
356,Forest Mage,12,0,0
356,High Mage Anubisius,20,0,0
356,Guardian Sebek,8,0,0
356,Heishin 2nd,8,0,0
357,Pegasus,10,0,0
357,Montain Mage,5,0,0
357,High Mage Atenza,6,0,0
358,Seto,0,0,32
358,Pegasus,10,0,0
358,Kaiba,6,0,0
358,High Mage Atenza,10,0,0
358,Seto 3rd,0,0,40
358,Nitemare,0,0,36
359,Villager2,30,0,0
359,Villager3,12,0,0
359,Rex Raptor,20,0,0
360,Bandit Keith,1,0,14
360,Desert Mage,8,0,0
360,Guardian Sebek,5,0,0
361,Villager1,30,0,0
361,Isis,20,0,0
361,Ocean Mage,20,0,52
362,Shadi,0,0,120
362,Meadow Mage,9,0,0
363,Simon Muran,0,0,40
363,Teana,0,0,20
363,Mai Valentine,16,0,0
363,Isis,20,0,0
363,Teana 2nd,20,0,0
364,Mage Soldier,6,0,26
364,Heishin 2nd,0,0,6
365,Guardian Neku,20,0,0
366,Heishin,22,28,22
366,High Mage Secmeton,25,33,0
366,High Mage Atenza,25,27,0
366,Labyrinth Mage,28,30,0
366,Guardian Sebek,24,26,24
366,Heishin 2nd,22,28,0
366,Nitemare,0,0,44
366,Duel Master K,0,0,38
367,Weevil Underwood,5,2,0
367,High Mage Anubisius,32,2,0
368,Heishin,22,28,22
368,Mai Valentine,30,0,0
368,Bandit Keith,53,0,0
368,High Mage Atenza,25,27,24
368,Labyrinth Mage,28,30,28
368,Guardian Sebek,50,50,46
368,Heishin 2nd,22,28,0
369,Labyrinth Mage,30,0,0
369,Heishin 2nd,4,0,0
369,Nitemare,10,0,30
370,Heishin,4,0,0
370,Labyrinth Mage,6,0,0
370,Nitemare,20,0,0
371,Heishin,4,0,0
371,Labyrinth Mage,6,0,0
372,Heishin,4,0,0
372,Labyrinth Mage,6,0,0
372,Guardian Sebek,16,0,0
373,Heishin,4,0,0
373,Ocean Mage,0,0,36
373,High Mage Secmeton,0,0,98
373,Labyrinth Mage,6,0,0
374,High Mage Kepura,0,0,14
374,Heishin 2nd,8,0,0
374,Darknite,0,0,10
375,Labyrinth Mage,6,2,0
375,Nitemare,6,0,0
376,High Mage Secmeton,25,0,0
376,High Mage Kepura,42,39,0
376,Labyrinth Mage,14,12,0
376,Seto 2nd,28,18,12
376,Darknite,22,22,22
377,Forest Mage,0,1,0
378,Kaiba,7,0,0
378,High Mage Martis,6,0,0
378,Nitemare,48,0,0
379,Mai Valentine,30,0,0
379,Bandit Keith,30,0,0
379,Kaiba,140,0,0
379,Mage Soldier,44,0,0
379,High Mage Atenza,15,27,24
379,High Mage Martis,24,24,0
379,High Mage Kepura,52,78,84
379,Guardian Sebek,10,26,24
379,Guardian Neku,46,42,90
379,Seto 3rd,120,28,46
380,Seto 3rd,6,0,0
380,Nitemare,0,0,16
381,Simon Muran,2,0,0
381,Pegasus,20,0,0
381,Ocean Mage,23,0,0
381,Meadow Mage,2,2,2
381,Labyrinth Mage,6,0,0
381,Nitemare,8,0,0
382,Kaiba,4,0,0
382,Desert Mage,2,0,0
382,Nitemare,20,0,0
383,Pegasus,16,0,0
383,High Mage Secmeton,2,0,0
383,Montain Mage,4,0,0
383,Seto 3rd,28,0,0
383,Nitemare,26,0,0
384,Pegasus,18,0,0
384,Montain Mage,11,12,8
385,Heishin,4,0,0
385,High Mage Secmeton,0,0,48
385,Heishin 2nd,4,0,0
385,Darknite,4,0,0
385,Nitemare,20,0,0
386,Heishin,4,0,0
386,Mai Valentine,0,0,38
386,High Mage Atenza,12,0,0
386,Heishin 2nd,4,0,0
386,Nitemare,20,0,0
387,Simon Muran,52,56,0
387,Villager1,74,76,60
387,Yami Bakura,46,48,40
387,Montain Mage,72,74,56
388,Guardian Sebek,74,70,0
388,Darknite,24,22,0
389,Kaiba,5,0,0
389,Jono 2nd,4,0,58
390,Heishin,4,0,0
390,Weevil Underwood,20,0,0
390,Guardian Neku,4,0,0
390,Heishin 2nd,4,0,0
391,Heishin,20,0,0
391,Bandit Keith,1,0,0
391,High Mage Secmeton,0,0,32
391,High Mage Martis,20,0,0
391,Seto 2nd,18,0,0
391,Guardian Sebek,52,0,0
391,Guardian Neku,36,0,0
391,Heishin 2nd,10,0,0
391,Seto 3rd,48,0,0
391,Nitemare,32,0,0
392,High Mage Martis,0,0,20
392,Guardian Sebek,16,0,0
392,Heishin 2nd,10,0,0
392,Nitemare,6,0,0
393,Teana,176,180,20
393,Villager1,74,76,60
393,Villager2,14,26,23
393,Villager3,13,16,16
393,Shadi,20,20,0
393,Isis,50,58,54
393,Teana 2nd,182,182,0
393,Montain Mage,72,74,56
393,Heishin 2nd,0,0,1
393,Duel Master K,13,16,16
394,Villager2,10,12,12
394,Villager3,12,16,12
394,Heishin 2nd,0,0,1
394,Duel Master K,12,16,12
395,Simon Muran,0,0,36
395,Teana,176,178,20
395,Villager1,74,75,60
395,Yami Bakura,46,48,40
395,Teana 2nd,182,182,0
395,Heishin 2nd,0,0,1
396,Montain Mage,12,10,0
396,Meadow Mage,20,22,0
396,Heishin 2nd,0,0,1
397,Simon Muran,52,56,52
397,Villager1,74,75,60
